1130.html	2628	Batman | IGN Boards	http://www.ign.com/boards/forums/batman.5456/
1557.html	13663	Top 10 Scariest Pokemon - YouTube	https://www.youtube.com/watch?v=GRI87y96Rmo
586.html	2534	Call of Duty: Infinite Warfare Review - IGN	http://www.ign.com/articles/2016/11/07/call-of-duty-infinite-warfare-review?watch
1178.html	2680	Kingdom Hearts | IGN Boards	http://www.ign.com/boards/forums/kingdom-hearts.5917/
1090.html	2453	The Vestibule	http://www.ign.com/boards/forums/the-vestibule.5296/index.rss
1760.html	1385	IGN Prime - IGN Community Central - IGN	http://www.ign.com/wikis/ign-community-central/IGN_Prime
1628.html	444	
      YouTube Copyright Center - YouTube
    	https://www.youtube.com/yt/copyright/
1589.html	13621	Steep Review - YouTube	https://www.youtube.com/watch?v=9UM-4TOGSyI
1660.html	4520	IGN (@IGN) | Twitter	https://twitter.com/IGN?lang=fi
89.html	2048	Final Fantasy XV Ultimate Collector's Edition Unboxing - IGN Video	http://www.ign.com/videos/2016/12/09/final-fantasy-xv-ultimate-collectors-edition-unboxing
1296.html	2658	Hockey	http://www.ign.com/boards/forums/hockey.5111/index.rss
1066.html	1831	Articles - IGN	http://www.ign.com/articles?tags=review
597.html	2061	4 Ways Legion Is Shaking Up World of Warcraft - IGN Video	http://www.ign.com/videos/2016/08/28/4-ways-legion-is-shaking-up-world-of-warcraft
1086.html	262	Share a link on Twitter	https://twitter.com/intent/tweet?url=http%3A%2F%2Fwww.ign.com%2Fboards%2Fmisc%2Fquick-navigation-menu&original_referer=http%3A%2F%2Fwww.ign.com%2Fboards%2Fmisc%2Fquick-navigation-menu
86.html	1670	Former Pilot and Astronaut John Glenn Dies at 95 - IGN	http://www.ign.com/articles/2016/12/09/former-pilot-and-astronaut-john-glenn-dies-at-95
563.html	1928	How to Get Wimpod and Golisopod in Pokemon Sun and Moon - Pokemon Sun & Pokemon Moon Wiki Guide - IGN	http://www.ign.com/wikis/pokemon-sun-pokemon-moon/How_to_Get_Wimpod_and_Golisopod_in_Pokemon_Sun_and_Moon
1832.html	1367	Star Wars AT-AT Toys Have Changed a Lot in 20 Years - IGN Video	http://www.ign.com/videos/2016/12/05/star-wars-at-at-toys-have-changed-a-lot-in-20-years
1566.html	13902	Top 10 Grand Theft Auto 5 Mods - YouTube	https://www.youtube.com/watch?v=G_oEFvpLng4
151.html	3724	Sportsmaniac1322: Profile & Activity - IGN	http://people.ign.com/sportsmaniac1322
1599.html	14324	Killing Floor 2 Review - YouTube	https://www.youtube.com/watch?v=Apq04fTZ7oc
947.html	1407	Halo Wars Screenshots, Pictures, Wallpapers - PC - IGN	http://www.ign.com/images/games/halo-wars-definitive-edition-pc-20054810
1579.html	13663	PlayStation Plus Games for December Revealed - IGN News - YouTube	https://www.youtube.com/watch?v=7VXlFF6Uw14
688.html	3199	Transformers: The Last Knight's Story, Characters Revealed - IGN	http://www.ign.com/articles/2016/12/05/transformers-the-last-knights-story-characters-revealed
1764.html	1489	IGN Movie Reviews Videos & Episodes - IGN	http://www.ign.com/videos/series/ign-movie-reviews
323.html	2095	Star Wars Battlefront Scariff DLC Fun: Naming Episode 8 - IGN Plays Live - IGN Video	http://www.ign.com/videos/2016/12/08/star-wars-battlefront-scariff-dlc-fun-naming-episode-8-ign-plays-live
1414.html	2098	13th  FINA World Swimming Championships (25 m) Live Stream 2016 - Blog by pacquiaovsvargaslive - IGN	http://www.ign.com/blogs/pacquiaovsvargaslive/2016/12/06/13th-fina-world-swimming-championships-25-m-live-stream-2016
983.html	1767	Abzu - Xbox One - IGN	http://www.ign.com/games/abzu/xbox-one-20060928
1095.html	2724	ACFriends | IGN Boards	http://www.ign.com/boards/forums/acfriends.80124/
205.html	1286	Customer Support - IGN	http://www.ign.com/support
77.html	3204	Arrow: How Did That Thought-Dead Character Come Back? - IGN	http://www.ign.com/articles/2016/12/09/arrow-how-did-that-thought-dead-character-come-back?abthid=584a04de983b546e1f000024
1436.html	1321	Blog by JustGuest - IGN	http://www.ign.com/blogs/justguest
1472.html	1634	Mobile @ IGN - Apps for iPhone, iPad, Android, Windows	http://www.ign.com/mobile
1748.html	8	Tweeting via text message | Twitter Help Center	https://support.twitter.com/articles/14226
725.html	2465	Westworld: New Episode Images Show Bernard Getting Some Answers - IGN	http://www.ign.com/articles/2016/11/16/westworld-new-episode-images-show-bernard-getting-some-answers
643.html	2357	Bugs, Glitches, Freezes, and Fixes - Pokemon GO Wiki Guide - IGN	http://www.ign.com/wikis/pokemon-go/Bugs,_Glitches,_Freezes,_and_Fixes
1244.html	2630	Tony Hawk's Pro Skater | IGN Boards	http://www.ign.com/boards/forums/tony-hawks-pro-skater.5225/
1610.html	13705	Doctor Strange (2016) Review - YouTube	https://www.youtube.com/watch?v=j0LZhXswHjw
1381.html	6593	Thursday's Wii U Virtual Console Releases (12/8/16) / eShop / eShop Sales / Sales - Blog by clinta13 - IGN	http://www.ign.com/blogs/clinta13/2016/12/08/thursdays-wii-u-virtual-console-releases-12816-eshop-eshop-sales-sales
560.html	2155	Pokemon Sun Version - Ula'ula Island Grand Trial - Pokemon: Sun and Moon Walkthrough - IGN Video	http://www.ign.com/videos/2016/12/08/pokemon-sun-and-moon-walkthrough-ulaula-island-grand-trial
776.html	3306	Until Dawn: Rush of Blood Review - IGN	http://www.ign.com/articles/2016/10/05/until-dawn-rush-of-blood-review
1820.html	2106	Why We're Excited For The Last of Us Part II -- PSX 2016 - IGN Video	http://www.ign.com/videos/2016/12/05/why-were-excited-for-the-last-of-us-part-ii-psx-2016
1586.html	13665	Young Justice Returning for Season 3 - IGN News - YouTube	https://www.youtube.com/watch?v=klpXQUbVa7A
1207.html	2547	Persona / Shin Megami Tensei | IGN Boards	http://www.ign.com/boards/forums/persona-shin-megami-tensei.6115/
467.html	2321	Darkest Dungeon Review - IGN	http://www.ign.com/articles/2016/01/27/darkest-dungeon-review
1356.html	1370	Editing Private Messages / Conversations | IGN Boards	http://www.ign.com/boards/threads/editing-private-messages-conversations.454575290/
882.html	1630	Super Mario Maker Cheats, Codes, Unlockables - Nintendo 3DS - IGN	http://www.ign.com/cheats/games/mario-maker-3ds-20058267
1582.html	13690	Game of Thrones Gets Official Wine Line - IGN News - YouTube	https://www.youtube.com/watch?v=lJrPnAjv6jU
1789.html	1615	Death Stranding - PlayStation 4 - IGN	http://www.ign.com/games/death-stranding/ps4-20047134
975.html	1747	Bulletstorm: Full Clip Edition - Xbox One - IGN	http://www.ign.com/games/bulletstorm-full-clip-edition/xbox-one-20054907
392.html	3272	Daily Deals: Star Wars LEGOs, PS4 Slim With Free PS Plus, Metal Gear Solid V Definitive - IGN	http://www.ign.com/articles/2016/12/06/daily-deals-star-wars-legos-ps4-slim-with-free-ps-plus-metal-gear-solid-v-definitive?abthid=5847264c327fc6091100001f
943.html	1730	Halo Wars Videos, Movies & Trailers - Xbox One - IGN	http://www.ign.com/videos/games/halo-wars-definitive-edition-xbox-one-20054807
723.html	3297	Split: M. Night Shyamalan and Cast Talk the Disturbing New Thriller - IGN	http://www.ign.com/articles/2016/11/29/split-m-night-shyamalan-and-cast-talk-the-disturbing-new-thriller
152.html	1527	Find People, Editors & Gamers on My IGN	http://people.ign.com
584.html	3366	Call of Duty: Modern Warfare Remastered Review - IGN	http://www.ign.com/articles/2016/11/08/call-of-duty-modern-warfare-remastered-review?watch
0.html	3423	Video Games, Wikis, Cheats, Walkthroughs, Reviews, News & Videos - IGN	http://www.ign.com/
1637.html	2936	Twitter. It's what's happening.	https://twitter.com/
773.html	2829	Batman: Arkham VR Review - IGN	http://www.ign.com/articles/2016/10/05/batman-arkham-vr-review
1280.html	1271	Iconic Franchises | IGN Boards	http://www.ign.com/boards/categories/iconic-franchises.80282/
1007.html	1298	Ys Origin Screenshots, Pictures, Wallpapers - PlayStation 4 - IGN	http://www.ign.com/images/games/ys-origin-ps4-20062330
516.html	2088	Zelda Breath of the Wild: Game Awards Gameplay Demo - IGN Video	http://www.ign.com/videos/2016/12/02/zelda-breath-of-the-wild-game-awards-gameplay-demo
148.html	1783	Ys Origin - PlayStation 4 - IGN	http://www.ign.com/games/ys-origin/ps4-20062330
981.html	1532	Crash Bandicoot N. Sane Trilogy Videos, Movies & Trailers - PlayStation 4 - IGN	http://www.ign.com/videos/games/crash-bandicoot-remastered-ps4-20054856
1069.html	1883	Articles - IGN	http://www.ign.com/articles?tags=feature
113.html	1851	Pokemon Sun and Moon Exclusives and Version Differences - Pokemon Sun & Pokemon Moon Wiki Guide - IGN	http://www.ign.com/wikis/pokemon-sun-pokemon-moon/Pokemon_Sun_and_Moon_Exclusives_and_Version_Differences
94.html	2460	November Saw PS4 Regain Its Spot at the Top of Console Sales  - IGN	http://www.ign.com/articles/2016/12/08/november-saw-ps4-regain-its-spot-at-the-top-of-console-sales
1625.html	7846	  FireteamChat
 - YouTube	https://www.youtube.com/channel/UCZfDHQE3mrZ7123Wl3iRhbg
890.html	1682	Watch Dogs 2 Wiki Guide - IGN	http://www.ign.com/wikis/watch-dogs-2?objectid=20054627
457.html	3070	Podcast Beyond Episode 471: Our Death Stranding and Last of Us Part II Theories - IGN	http://www.ign.com/articles/2016/12/07/podcast-beyond-episode-471-our-death-stranding-and-last-of-us-2-theories?read
1193.html	2580	Metroid | IGN Boards	http://www.ign.com/boards/forums/metroid.5217/
687.html	2732	Office Christmas Party Review - IGN	http://www.ign.com/articles/2016/12/08/office-christmas-party-review?read
1576.html	13762	Uncharted: The Lost Legacy Setting, Story Details Revealed - IGN News - YouTube	https://www.youtube.com/watch?v=RM9divynH7I
1703.html	4020	Samuel_IGN (@Samuel_IGN) | Twitter	https://twitter.com/Samuel_IGN
84.html	1920	Easter Eggs - Final Fantasy XV Wiki Guide - IGN	http://www.ign.com/wikis/final-fantasy-15/Easter_Eggs
1082.html	1448	Why Star Trek: First Contact Is Still Awesome 20 Years Later - Blog by scottcollura - IGN	http://www.ign.com/blogs/scottcollura/2016/11/23/why-star-trek-first-contact-is-still-awesome-20-years-later
1463.html	4356	IGN (@IGN) | Twitter	https://twitter.com/ign
494.html	1820	Mass Effect: Andromeda, Zelda: Breath of the Wild Gameplay Reveal - IGN Daily Fix - IGN Video	http://www.ign.com/videos/2016/12/04/mass-effect-andromeda-zelda-breath-of-the-wild-gameplay-reveal-ign-daily-fix
798.html	2203	IGN Unfiltered Episode 13: Inventor and Oculus Co-Founder Jack McCauley - IGN	http://www.ign.com/articles/2016/12/01/ign-unfiltered-episode-13-inventor-and-oculus-co-founder-jack-mccauley?read
1656.html	4643	IGN (@IGN) | Twitter	https://twitter.com/IGN?lang=pl
236.html	4186	Brian Albert (@albinoalbert) | Twitter	https://twitter.com/albinoalbert
1450.html	13221	  Music
 - YouTube	https://www.youtube.com/channel/UC-9-kyTW8ZkZNDHQJ6FgpwQ
861.html	1004	Create a Wiki - IGN	http://www.ign.com/wikis/create?objectid=20052379
885.html	1709	Final Fantasy 15 Cheats, Codes, Unlockables - PlayStation 4 - IGN	http://www.ign.com/cheats/games/final-fantasy-xv-ps4-826846
281.html	1257	How Crazy is The Westworld VR Experience? - IGN Access - IGN Video	http://www.ign.com/videos/2016/10/08/how-crazy-is-the-westworld-vr-experience-ign-access
1052.html	1391	Wiki Guides for Video Games (with Walkthroughs), Game Consoles - IGN	http://www.ign.com/wikis/list
1427.html	6983	Blog by jr8zeppelin - IGN	http://www.ign.com/blogs/jr8zeppelin
307.html	2036	Final Fantasy XV: Chocobo World Tour Gameplay - IGN Video	http://www.ign.com/videos/2016/11/29/final-fantasy-xv-chocobo-world-tour-gameplay
1959.html	1286	Indiana Jones Face-melting Candle Time Lapse - IGN Video	http://www.ign.com/videos/2016/03/09/indiana-jones-face-melting-candle-time-lapse
1011.html	1593	Strafe - PC - IGN	http://www.ign.com/games/strafe/pc-20030452
97.html	1619	The Last of Us Part II Teaser You Probably Missed - IGN Daily Fix - IGN Video	http://www.ign.com/videos/2016/12/08/the-last-of-us-part-ii-teaser-you-probably-missed-ign-daily-fix
49.html	2321	Game Reviews at IGN	http://www.ign.com/games/reviews
487.html	1217	Sony Head Discusses the Future of Vita - IGN Video	http://www.ign.com/videos/2015/06/17/sony-head-discusses-the-future-of-vita
141.html	3080	The Last Guardian Review - IGN	http://www.ign.com/articles/2016/12/05/the-last-guardian-review
1210.html	2683	Pokemon | IGN Boards	http://www.ign.com/boards/forums/pokemon.5012/
635.html	3209	iPhone 7 Plus Review - IGN	http://www.ign.com/articles/2016/09/24/iphone-7-plus-review?watch
1471.html	14134	  IGN
 - YouTube	https://www.youtube.com/user/ignentertainment?sub_confirmation=1
1171.html	2546	Harvest Moon | IGN Boards	http://www.ign.com/boards/forums/harvest-moon.5828/
987.html	1344	Abzu Screenshots, Pictures, Wallpapers - Xbox One - IGN	http://www.ign.com/images/games/abzu-xbox-one-20060928
1914.html	1396	Prepare to Try: Episode 6 - Blighttown - IGN Video	http://www.ign.com/videos/2016/03/23/dark-souls-prepare-to-try-episode-6-blighttown
1549.html	13718	The Cops in Watch Dogs 2 Are Stupid Idiots - Up At Noon Live - YouTube	https://www.youtube.com/watch?v=OgZM765ROcg
1935.html	3188	Keepin' It Reel, Episode 343: WTF Happened to Deadpool 2 - IGN	http://www.ign.com/articles/2016/10/28/keepin-it-reel-episode-343-wtf-happened-to-deadpool-2?watch
1684.html	74	密碼重設	https://twitter.com/account/begin_password_reset
1741.html	198	Twitter Help Center	https://support.twitter.com
768.html	3363	10 of the Best Oculus Rift Games - IGN	http://www.ign.com/articles/2016/10/20/10-of-the-best-oculus-rift-games?watch
1592.html	13732	The Last Guardian Review - YouTube	https://www.youtube.com/watch?v=V3b_-BrDPrM
942.html	1763	Halo Wars Wiki Guide - IGN	http://www.ign.com/wikis/halo-wars?objectid=20054807
1261.html	2729	Comics | IGN Boards	http://www.ign.com/boards/forums/comics.5033/
715.html	2639	Star Wars: Doctor Aphra #1 Review - IGN	http://www.ign.com/articles/2016/12/07/star-wars-doctor-aphra-1-review
1796.html	2015	What's Next for Dota 2?  - IGN Video	http://www.ign.com/videos/2016/12/06/whats-next-for-dota-2
1739.html	2064	System Status Page	https://status.twitterstat.us/
1873.html	3065	IGN Anime Club Episode 72: What We Want From Dragon Ball Super - IGN	http://www.ign.com/articles/2016/11/17/what-we-want-from-dragon-ball-super?watch
1942.html	1356	Amnesia: Scared Senseless Episode 2 - Laboratory Experiments - IGN Video	http://www.ign.com/videos/2016/12/07/amnesia-laboratory-experiments-scared-senseless-episode-2
1189.html	2698	Mass Effect | IGN Boards	http://www.ign.com/boards/forums/mass-effect.8653/
91.html	2333	Attack on Titan Season 2 Licensed by Funimation - IGN	http://www.ign.com/articles/2016/12/09/attack-on-titan-season-2-licensed-by-funimation?abthid=5849f1398a994e2d20000019
1844.html	1220	Video Game 20 Questions - Game Scoop! 415 - IGN Video	http://www.ign.com/videos/2016/12/06/video-game-20-questions-game-scoop-415
1432.html	273	Share a link on Twitter	https://twitter.com/intent/tweet?url=http%3A%2F%2Fwww.ign.com%2Fblogs%2Fmich-streams%2F2016%2F12%2F05%2Fis-call-of-duty-going-through-an-identity-crisis&text=Is%20Call%20of%20Duty%20going%20through%20an%20Identity%20Crisis%3F%20via%20%40ign%20%23e3&original_referer=
331.html	2077	8 Things The Elder Scrolls Series Needs to Change - IGN Video	http://www.ign.com/videos/2016/12/08/8-things-the-elder-scrolls-series-needs-to-change
1596.html	13664	Planet Coaster Review - YouTube	https://www.youtube.com/watch?v=6KijwIvRu1M
1.html	3202	Best PC Gifts of 2016 - IGN	http://www.ign.com/articles/2016/11/23/best-pc-gifts-of-2016
573.html	1649	80s Overdrive  - Nintendo 3DS - IGN	http://www.ign.com/games/80s-overdrive/3ds-20052484
1420.html	1264	Just Another Castle #79 - What's a Zelda? - Blog by shmuga9 - IGN	http://www.ign.com/blogs/shmuga9/2016/12/06/just-another-castle-79-whats-a-zelda
892.html	1785	Watch Dogs 2 - PlayStation 4 - IGN	http://www.ign.com/games/watch-dogs-2/ps4-20054628
452.html	2582	E3 2016: Three Crash Bandicoot Remasters Announced  - IGN	http://www.ign.com/articles/2016/06/14/e3-2016-three-crash-bandicoot-remasters-announced
1345.html	1405	MyIGN following not working | IGN Boards	http://www.ign.com/boards/threads/myign-following-not-working.454840525/
1322.html	2587	Android Board | IGN Boards	http://www.ign.com/boards/forums/android-board.80151/
1139.html	1286	Dark Age of Camelot | IGN Boards	http://www.ign.com/boards/categories/dark-age-of-camelot.80123/
1107.html	6687	The Nintendo Switch (Along with Zelda) was shown on Jimmy Fallon's Tonight Show | Page 2 | IGN Boards	http://www.ign.com/boards/threads/the-nintendo-switch-along-with-zelda-was-shown-on-jimmy-fallons-tonight-show.454894382/page-2
1494.html	13672	Every New Jedi in Star Wars: The Clone Wars - YouTube	https://www.youtube.com/watch?v=aiQum_Qx8mk
569.html	1714	Dragon Quest VIII: Journey of the Cursed King - Nintendo 3DS - IGN	http://www.ign.com/games/dragon-quest-viii-journey-of-the-cursed-king/3ds-20037220
823.html	2629	The Best Gifts for Comic Book and Superhero Fans - IGN	http://www.ign.com/articles/2016/11/21/the-best-gifts-for-comic-book-and-superhero-fans
1196.html	2611	Mobile Suit Gundam | IGN Boards	http://www.ign.com/boards/forums/mobile-suit-gundam.6018/
1640.html	4356	IGN (@IGN) | Twitter	https://twitter.com/IGN
804.html	2700	100ft Robot Golf Review - IGN	http://www.ign.com/articles/2016/10/20/100ft-robot-golf-review
495.html	1820	Mass Effect: Andromeda, Zelda: Breath of the Wild Gameplay Reveal - IGN Daily Fix - IGN Video	http://www.ign.com/videos/2016/12/04/mass-effect-andromeda-zelda-breath-of-the-wild-gameplay-reveal-ign-daily-fix
1780.html	6976	Brian Altano - Top Movie Trailers, Top Video Game Trailers - IGN	http://www.ign.com/watch/brian-altano
765.html	2454	PlayStation VR Review - IGN	http://www.ign.com/articles/2016/10/05/playstation-vr-review
1437.html	1381	JustGuest and the Super Comment Section - Blog by JustGuest - IGN	http://www.ign.com/blogs/justguest/2016/12/05/justguest-and-the-super-comment-section
881.html	1733	Super Mario Maker Wiki Guide - IGN	http://www.ign.com/wikis/super-mario-maker?objectid=20058267
1405.html	1297	People Know That Who I'm..... - Blog by maillink2016 - IGN	http://www.ign.com/blogs/maillink2016/2016/12/07/people-know-that-who-im
1818.html	2051	Could GT Sport Surpass Photorealism? - PSX 2016 - IGN Video	http://www.ign.com/videos/2016/12/05/could-gt-sport-surpass-photorealism-psx-2016
1653.html	4581	IGN (@IGN) | Twitter	https://twitter.com/IGN?lang=hu
1642.html	4790	IGN (@IGN) | Twitter	https://twitter.com/IGN?lang=msa
69.html	2923	The Walking Dead: How Negan and Carl's Relationship Compares to the Comics - IGN	http://www.ign.com/articles/2016/12/05/the-walking-dead-how-negan-and-carls-relationship-compares-to-the-comics
627.html	3219	iPhone 7 Plus Review - IGN	http://www.ign.com/articles/2016/09/24/iphone-7-plus-review
1224.html	2547	Sly Cooper | IGN Boards	http://www.ign.com/boards/forums/sly-cooper.6301/
1329.html	1860	'04 Grand Prix GT "Starting Disabled Due To Theft System" | IGN Boards	http://www.ign.com/boards/threads/04-grand-prix-gt-starting-disabled-due-to-theft-system.454858041/
1288.html	2701	Basketball | IGN Boards	http://www.ign.com/boards/forums/basketball.5109/
837.html	2494	Spider-Man: Homecoming Star Tom Holland Calls Vulture's Debut 'Like a Horror Movie' - IGN	http://www.ign.com/articles/2016/12/09/spider-man-homecoming-star-tom-holland-calls-vultures-debut-like-a-horror-movie?abthid=584a07217bb8cf2b2000002d
1270.html	2531	Electronica & Dance | IGN Boards	http://www.ign.com/boards/forums/electronica-dance.8310/
615.html	2819	Batman: The Telltale Series Episode 4: Guardian Of Gotham Review - IGN	http://www.ign.com/articles/2016/11/22/batman-the-telltale-series-episode-4-guardian-of-gotham-review
167.html	3732	IGN France	http://fr.ign.com/
862.html	1590	The Unspoken Cheats, Codes, Unlockables - PC - IGN	http://www.ign.com/cheats/games/the-unspoken-pc-20052379
704.html	2023	Rogue One: A Star Wars Story - What We Thought of the 28 Minutes of Footage We've Seen - IGN Video	http://www.ign.com/videos/2016/12/05/rogue-one-a-star-wars-story-footage-reaction-what-we-thought-of-the-28-minutes-weve-seen
523.html	3014	Developers Respond to Nintendo Switch - IGN	http://www.ign.com/articles/2016/10/20/developers-respond-to-nintendo-switch
169.html	4057	IGN Greece	http://gr.ign.com/
1690.html	1501	在 Twitter 上登入	https://twitter.com/login?redirect_after_login=%2FIGN%2Flikes
1233.html	2645	Street Fighter | IGN Boards	http://www.ign.com/boards/forums/street-fighter.6376/
1927.html	1333	Fantastic Beasts 2: Is Johnny Depp Playing Gellert Grindelwald? - IGN Keepin' It Reel - IGN Video	http://www.ign.com/videos/2016/11/04/fantastic-beasts-2-is-johnny-depp-playing-gellert-grindelwald-ign-keepin-it-reel
1880.html	2041	Sean Finnegan - Top Movie Trailers, Top Video Game Trailers - IGN	http://www.ign.com/watch/seanfinnegan
959.html	1370	Sniper Elite 4 Screenshots, Pictures, Wallpapers - PC - IGN	http://www.ign.com/images/games/sniper-elite-4-pc-20050478
1983.html	1946	Transformers: The Last Knight - Official Trailer - Top Movie Trailers, Top Video Game Trailers - IGN	http://www.ign.com/trailers/transformers-the-last-knight-official-trailer
923.html	2554	Dishonored 2 Cheats, Codes, Unlockables - PC - IGN	http://www.ign.com/cheats/games/dishonored-2-pc-20038694
312.html	2426	Watch Dogs 2 Review - IGN	http://www.ign.com/articles/2016/11/23/watch-dogs-2-review?read
1989.html	1945	Justice League Dark - Official Trailer Debut - Top Movie Trailers, Top Video Game Trailers - IGN	http://www.ign.com/trailers/justice-league-dark-official-trailer-debut
239.html	1467	Nintendo Switch - IGN	http://www.ign.com/games/nintendo-switch
1174.html	2494	Infamous | IGN Boards	http://www.ign.com/boards/forums/infamous.24156/
1686.html	2553		https://pbs.twimg.com/profile_images/724799759609815040/zzVPCkVi.jpg
289.html	3541	Westworld Creators on the Season Finale Reveals, Ford's Plan and What to Expect in Season 2 - IGN	http://www.ign.com/articles/2016/12/05/westworld-creators-on-the-season-finale-reveals-fords-plan-and-what-to-expect-in-season-2
905.html	2071	Batman: A Telltale Game Series Wiki Guide - IGN	http://www.ign.com/wikis/batman-the-telltale-series
1884.html	2185	Destiny "The Dawning" Interview: What You Need to Know - IGN Video	http://www.ign.com/videos/2016/12/04/destiny-rise-of-iron-the-dawning-interview-psx-2016
521.html	3153	NES Classic Edition Review - IGN	http://www.ign.com/articles/2016/11/04/nes-classic-edition-review?read
34.html	7514	Daily Fix - Top Movie Trailers, Top Video Game Trailers - IGN	http://www.ign.com/watch/daily-fix
1952.html	1363	Welcome to Skyrim: Episode 2 - You Will Believe a Horse Can Fly - IGN Video	http://www.ign.com/videos/2016/11/29/welcome-to-skyrim-episode-2-you-will-believe-a-horse-can-fly
1225.html	2491	SOCOM: U.S. Navy Seals | IGN Boards	http://www.ign.com/boards/forums/socom-u-s-navy-seals.6233/
626.html	4143	A Beginner’s Guide to Hearthstone - IGN	http://www.ign.com/articles/2016/09/08/a-beginneras-guide-to-hearthstone
1112.html	3313	PlayStation Lobby	http://www.ign.com/boards/forums/playstation-lobby.8269/index.rss
189.html	3380	Video Games, Wikis, Cheats, Walkthroughs, Reviews, News & Videos - IGN	http://www.ign.com/
357.html	4268	Ranking the Final Fantasy Games - IGN	http://www.ign.com/articles/2016/05/15/ranking-the-final-fantasy-games
663.html	2715	Sony to Launch Smartphone Games in Japan Based on Classic PlayStation Franchises - IGN	http://www.ign.com/articles/2016/12/07/sony-to-launch-smartphone-games-in-japan-based-on-classic-playstation-franchises
1260.html	2730	Books	http://www.ign.com/boards/forums/books.80225/index.rss
129.html	2506	Super Mario Run Won't Come to Nintendo Switch - IGN	http://www.ign.com/articles/2016/12/08/super-mario-run-wont-come-to-nintendo-switch
1259.html	3162	What books are you reading now? | Page 12 | IGN Boards	http://www.ign.com/boards/threads/what-books-are-you-reading-now.453885641/page-12
1830.html	1534	Final Fantasy XV Didn't Suffer The Duke Nukem Forever Curse - IGN Video	http://www.ign.com/videos/2016/12/03/final-fantasy-xv-didnt-suffer-the-duke-nukem-forever-curse
680.html	1267	Upcoming iPhone Games: Release Dates - IGN	http://www.ign.com/games/upcoming/iphone
1956.html	1328	If Rogue One Came Out in 1977 - IGN Video	http://www.ign.com/videos/2016/04/08/if-rogue-one-came-out-in-1977
458.html	3070	Podcast Beyond Episode 471: Our Death Stranding and Last of Us Part II Theories - IGN	http://www.ign.com/articles/2016/12/07/podcast-beyond-episode-471-our-death-stranding-and-last-of-us-2-theories
1887.html	2193	Destiny: Rise of Iron - Full SRL Match on New Winter Track "Haakon's Precipice" - IGN Video	http://www.ign.com/videos/2016/12/04/full-destiny-srl-match-on-new-winter-track-haakons-precipice
1982.html	1964	Baby Groot Steals the Show, and a Bomb, in Guardians of the Galaxy Vol. 2 Teaser Trailer - Top Movie Trailers, Top Video Game Trailers - IGN	http://www.ign.com/trailers/guardians-of-the-galaxy-vol-2-official-teaser-trailer-2
1030.html	2823	The Elder Scrolls V: Skyrim Wiki Guide - IGN	http://www.ign.com/wikis/the-elder-scrolls-5-skyrim
503.html	1714	Zodiac: Orcanon Odyssey - PlayStation Vita - IGN	http://www.ign.com/games/zodiac-orcanon-odyssey/vita-20025053
1975.html	2038	Lara Croft Go PSX Trailer - IGN Video	http://www.ign.com/videos/2016/12/03/lara-croft-go-psx-trailer
760.html	2376	The Man in the High Castle Season 2 Premiere  - IGN	http://www.ign.com/articles/2016/12/07/the-man-in-the-high-castle-season-2-premiere
1785.html	1381	Why We're Worried About The Power Rangers Movie - IGN Video	http://www.ign.com/videos/2016/12/04/why-were-worried-about-the-power-rangers-movie
1348.html	2428	Gaming | IGN Boards	http://www.ign.com/boards/forums/gaming.80002/
829.html	2629	The Best Gifts for Comic Book and Superhero Fans - IGN	http://www.ign.com/articles/2016/11/21/the-best-gifts-for-comic-book-and-superhero-fans
68.html	2357	Barrels - The Last Guardian Wiki Guide - IGN	http://www.ign.com/wikis/the-last-guardian/Barrels
140.html	3020	Super Mario Maker for Nintendo 3DS Review - IGN	http://www.ign.com/articles/2016/11/30/super-mario-maker-for-nintendo-3ds-review
322.html	2407	EA Announces Sea of Solitude - IGN	http://www.ign.com/articles/2016/12/08/ea-announces-sea-of-solitude
482.html	3204	Final Fantasy 9 Announced for PC and Mobile in Japan - IGN	http://www.ign.com/articles/2015/12/31/final-fantasy-ix-announced-for-pc-and-mobile-in-japan
310.html	3405	The Elder Scrolls V: Skyrim Special Edition Review - IGN	http://www.ign.com/articles/2016/11/01/the-elder-scrolls-v-skyrim-special-edition-review
1073.html	3341	Keepin' It Reel: The Final Episode ... Before We Relaunch as the IGN Movies Show - IGN	http://www.ign.com/articles/2016/12/02/keepin-it-reel-the-final-episode-before-we-relaunch-as-the-ign-movies-show
201.html	1193	Contact the Editorial Staff - IGN	http://www.ign.com/support/editorial?category=feedback
1784.html	1377	Podcast Beyond Episode 470: A Decade Later, Final Fantasy XV Is Finally Here - IGN Video	http://www.ign.com/videos/2016/12/02/podcast-beyond-episode-470-a-decade-later-final-fantasy-xv-is-finally-here
954.html	1632	Sniper Elite 4 Videos, Movies & Trailers - Xbox One - IGN	http://www.ign.com/videos/games/sniper-elite-4-xbox-one-20050479
761.html	2388	Vikings: New Clip Reveals Lagertha's Desire to Take Down Queen Aslaug - IGN	http://www.ign.com/articles/2016/12/06/vikings-new-clip-reveals-lagerthas-desire-to-take-down-queen-aslaug
1457.html	9278	  YouTube Spotlight
 - YouTube	https://www.youtube.com/channel/UCBR8-60-B28hp2BmDPdntcQ
932.html	1385	Nioh Screenshots, Pictures, Wallpapers - PlayStation 4 - IGN	http://www.ign.com/images/games/ni-oh-ps4-711566
